sr,tender_number,title,description,ppra_category,reference,organization,location,status,advertised_date,closing_date,closing_time,detail_url,category,closing_dt,scraped_at
1255,TS0000011232E,"Rental Premises Office Landhi Zone / Bin Qasim Zone, Admeasuring Total Area of 450 to 700 Sq.Yd., The Premises Must Have Sufficient Parking Area for Vehicles Should be Located In The Main Area of Landhi & Easily Approachable (as Per BOQ) (Interested Parties Having Legally Cleared with Valid Title/Ownership Documents of Premises Are Eligible to Participate) (Under Single Stage One Envelope Bidding Procedure).","Rental Premises Office Landhi Zone / Bin Qasim Zone, Admeasuring Total Area of 450 to 700 Sq.Yd., The Premises Must Have Sufficient Parking Area for Vehicles Should be Located In The Main Area of Landhi & Easily Approachable (as Per BOQ) (Interested Parties Having Legally Cleared with Valid Title/Ownership Documents of Premises Are Eligible to Participate) (Under Single Stage One Envelope Bidding Procedure). Rental Premises Office Landhi Zone / Bin Qasim...",Services,SSGC/SC/PT/EPADS2/14349,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 10, 2026","Aug 25, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011232E,Services,2026-08-25,2026-08-30T06:06:58.732314
1256,TS0000011233E,"Hiring of Premises Rental Premises for Sub Zonal Office Having at Least 2 to 3 Rooms, Additional Room/Storage Space Would be Added Advantage Admeasuring Area of 1500 to 5000 Sq.Ft. Premises Must Sufficient Parking Area, Bhan Saeedabad, Hyderabad Region (Interested Parties Having Legally Cleared with Valid Title/Ownership Documents of Premises Are Eligible To Participate) (Under Single Stage One Envelope Bidding Procedure).","Hiring of Premises Rental Premises for Sub Zonal Office Having at Least 2 to 3 Rooms, Additional Room/Storage Space Would be Added Advantage Admeasuring Area of 1500 to 5000 Sq.Ft. Premises Must Sufficient Parking Area, Bhan Saeedabad, Hyderabad Region (Interested Parties Having Legally Cleared with Valid Title/Ownership Documents of Premises Are Eligible To Participate) (Under Single Stage One Envelope Bidding Procedure). Hiring of Premises Rental Premises for Sub Zonal...",Services,SSGC/SC/PT/EPADS2/14334,Ministry of Energy (Petroleum Division),Karachi - Pakistan,Published,"Aug 10, 2026","Aug 25, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011233E,Services,2026-08-25,2026-08-30T06:06:58.732314
1257,TS0000010961E,"Annual Tender for Supply of Stationery, Toners (Original & Compatible), Electric, Civil, Computer I.T, Garden Tools, Furniture & Fixture, Canvas Bags, AC Spare and Misc. Items","Annual Tender for Supply of Stationery, Toners...",Miscellaneous,No.GS(I)/Store/01/2026-27,Ministry of Foreign Affairs,Islamabad - Pakistan,PublishedCorrigendum,"Aug 10, 2026","Aug 24, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010961E,IT/Technology,2026-08-24,2026-08-30T06:06:58.732314
1258,TS0000010275E,"Hiring of Office Accommodations on Rental Basis for NADRA Offices Jalalpur Pirwala, District Multan, Mianwali Qureshian, Tehsil and District Rahim Yar Khan and Bhong Tehsil Sadiqabad District Rahim Yar Khan",Hiring of Office Accommodation on Rental Basis...,Leasing,NADRA/ACCN/2026-27/02,National Database and Registration Authority (NADRA),Multan - Pakistan,PublishedCorrigendum,"Aug 10, 2026","Aug 24, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010275E,Other,2026-08-24,2026-08-30T06:06:58.732314
1259,TS0000011153E,Tender Notice No. 16/2026,Following items are required,Miscellaneous,16/2026,Pakistan Atomic Energy Commission (PAEC),Islamabad - Pakistan,Published,"Aug 09, 2026","Sep 01, 2026",01:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011153E,Other,2026-09-01,2026-08-30T06:06:58.732314
1260,TS0000011150E,PROCUREMENT OF HEATING EQUIPMENT / ACCESSORIES,,Miscellaneous,02/Heating Eqpt/LP/NWD,Ministry of Defence Production,Rawalpindi - Pakistan,Published,"Aug 09, 2026","Aug 31, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011150E,Goods/Supplies,2026-08-31,2026-08-30T06:06:58.732314
1261,TS0000011145E,Lot wise tender lot no 17 to 32,,Civil Works,Tender notice 5,Islamabad Electric Supply Company (IESCO),Islamabad - Pakistan,Published,"Aug 09, 2026","Aug 27, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011145E,Construction/Works,2026-08-27,2026-08-30T06:06:58.732314
1262,TS0000011154E,"Re-tender for the Provision of Miscellaneous services (Cleaning& washing of clothes, Transportation facilities, Food & catering and printing of newsletter cum journals at AHK NCRD Islamabad","Re-tender for the Provision of Miscellaneous services (Cleaning& washing of clothes, Transportation facilities, Food & catering and printing of newsletter cum journals at AHK NCRD Islamabad Re-tender for the Provision of Miscellaneous...",Miscellaneous,F. No.1(1)2026-2027/Tender/G&C,Establishment Division,Islamabad - Pakistan,Published,"Aug 09, 2026","Aug 26, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011154E,Services,2026-08-26,2026-08-30T06:06:58.732314
1263,TS0000011147E,"Supply, Installation, Testing and Commissioning of PFI Panel at PSO EJHD, Karachi Aviation Station.",,Electrical Items,IP-19884-IA,Pakistan State Oil (PSO),Karachi - Pakistan,Published,"Aug 09, 2026","Aug 25, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011147E,Energy/Utilities,2026-08-25,2026-08-30T06:06:58.732314
1264,TS0000011148E,"Procurement of Firefighting Equipment for PSO EJHD, Karachi Aviation Station.",,Equipments,IP-19885-IA,Pakistan State Oil (PSO),Karachi - Pakistan,Published,"Aug 09, 2026","Aug 25, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011148E,Goods/Supplies,2026-08-25,2026-08-30T06:06:58.732314
1265,TS0000011146E,PURCHASE OF WHEEL CHAIRS FOR RHOs & HQ NADRA ISLAMABAD,PURCHASE OF WHEEL CHAIRS FOR RHOs & HQ NADRA ISLAMABAD 1. National Database and Registration Authority...,Civil Goods,NADRA-HQ-RFB-100/2026,National Database and Registration Authority (NADRA),Islamabad - Pakistan,Published,"Aug 09, 2026","Aug 24, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011146E,Goods/Supplies,2026-08-24,2026-08-30T06:06:58.732314
1266,TS0000011149E,Procurement of Stationery & Other Store Items,The National Forensic Agency - NFA (National...,Stationery,P78703,National Forensics Agency,Islamabad - Pakistan,Published,"Aug 09, 2026","Aug 24, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011149E,Goods/Supplies,2026-08-24,2026-08-30T06:06:58.732314
1267,TS0000011151E,Disposal of Public Assets (Vehicles),,Vehicles,Serial # 1 to 40,Ministry of Energy (Power Division),Islamabad - Pakistan,Published,"Aug 09, 2026","Aug 24, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011151E,Other,2026-08-24,2026-08-30T06:06:58.732314
1268,TS0000011152E,Procurement of Disc Insulator (100KN),,Electrical Items,PMU-4/2026-27,Ministry of Energy (Power Division),Islamabad - Pakistan,Published,"Aug 09, 2026","Aug 24, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011152E,Energy/Utilities,2026-08-24,2026-08-30T06:06:58.732314
1269,TS0000009674E,"Proc of Uninterruptible Power Supply Easy 3M UPS 100 KVA, Proc of HMI Digital AC Voltage Stabilizer 150 KVA","5652/IT-7516/UASF/FOR-B/SCM, 5652/IT-7517/UASF/FOR-B/SCM Proc of Uninterruptible Power Supply Easy 3M UPS...",Miscellaneous,"5652/IT-7516/UASF/FOR-B/SCM, 5652/IT-7517/UASF/FOR-B/SCM",Ministry of Defence Production,Taxila - Pakistan,PublishedCorrigendum,"Aug 09, 2026","Aug 21, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000009674E,IT/Technology,2026-08-21,2026-08-30T06:06:58.732314
1270,TS0000011135E,"TE No. 3521-2-2-56-FP-Capt-Pur-AA, dt. 07-08-2026",Rotary Transfer Machine (Special) Qty. 01 No. Rotary Transfer Machine (Special) Qty. 01 No.,Mechanical/Machinery,"TE No. 3521-2-2-56-FP-Capt-Pur-AA, dt. 07-08-2026",Ministry of Defence,Wah Cantt - Pakistan,Published,"Aug 08, 2026","Sep 17, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011135E,Other,2026-09-17,2026-08-30T06:06:58.732314
1271,TS0000011134E,"TE No. 3521-2-1-56-FP-Capt-Pur-AA, dt. 07-08-2026",Bar Straightening Machine Qty 02 Nos. Bar Straightening Machine Qty 02 Nos.,Mechanical/Machinery,"TE No. 3521-2-1-56-FP-Capt-Pur-AA, dt. 07-08-2026",Ministry of Defence,Wah Cantt - Pakistan,Published,"Aug 08, 2026","Sep 15, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011134E,Other,2026-09-15,2026-08-30T06:06:58.732314
1272,TS0000010799E,PROCUREMENT OF SPARES (MACHINE/PLANT SPARES ELECTRICAL) 07 x ITEMS,SUPPLY OF SPARES (MACHINE/PLANT SPARES ELECTRICAL) 07 x ITEMS PROCUREMENT OF SPARE (MACHINE/PLANT SPARES...,Electrical Items,T.E No.0038/LP/GDL/56 DATED.21.07.2026,Pakistan Ordnance Factories (POF),Wah Cantt - Pakistan,Published,"Aug 08, 2026","Aug 28, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010799E,Energy/Utilities,2026-08-28,2026-08-30T06:06:58.732314
1273,TS0000011140E,Supply & Installation of outdoor Q5 Pro High Refresh Rate LED Display Module Pole MounteD,Supply & Installation commissioning/ testing...,Electrical Items,NO.MLR/QUotation/Store/2026/839,Ministry of Defence,Karachi - Pakistan,Published,"Aug 08, 2026","Aug 27, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011140E,Energy/Utilities,2026-08-27,2026-08-30T06:06:58.732314
1274,TS0000011137E,Printing & stationery,,Printing,P82699,Water and Power Development Authority (WAPDA),Tarbela Dam - Pakistan,Published,"Aug 08, 2026","Aug 26, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011137E,Goods/Supplies,2026-08-26,2026-08-30T06:06:58.732314
1275,TS0000011139E,Establishment of Humanitarian Hub at NDMA Islamabad,Establishment of Humanitarian Hub at NDMA Islamabad Establishment of Humanitarian Hub at NDMA...,Civil Works,P83515/2026-27,National Disaster Management Authority(NDMA),Islamabad - Pakistan,Published,"Aug 08, 2026","Aug 25, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011139E,Construction/Works,2026-08-25,2026-08-30T06:06:58.732314
1276,TS0000011143E,"Construction of Additional facilities in the National Police Academy Sector H-11, Islamabad (SH: Construction of Obstacles and Tracks at School of Tactics cum National Police University",Construction of Obstacles and Tracks for training...,Civil Works,P82084,Ministry of Interior and Narcotics Control,Islamabad - Pakistan,Published,"Aug 08, 2026","Aug 25, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011143E,Construction/Works,2026-08-25,2026-08-30T06:06:58.732314
1277,TS0000010990E,E-AUCTION NOTICE-COLLECTION RIGHTS OF SUZUKI WAGON STAND FEE RAWALPINDI CANTONMENT BOARD,E-AUCTION NOTICE-COLLECTION RIGHTS OF SUZUKI WAGON STAND FEE RAWALPINDI CANTONMENT BOARD E-AUCTION NOTICE-COLLECTION RIGHTS OF SUZUKI...,Civil Goods,D10486,Ministry of Defence,Rawalpindi - Pakistan,Published,"Aug 08, 2026","Aug 25, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010990E,Auction/Land,2026-08-25,2026-08-30T06:06:58.732314
1278,TS0000010355E,Purchase of Stationery,,Stationery,P70958,Ministry of Finance,Islamabad - Pakistan,PublishedCorrigendum,"Aug 08, 2026","Aug 24, 2026",03:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010355E,Goods/Supplies,2026-08-24,2026-08-30T06:06:58.732314
1279,TS0000011141E,"Supply of Commercial Kitchen Equipment's at MLC Club, Malir Cantt",Supply of Commercial Kitchen Equipment's...,Miscellaneous,NO.MLR/QUotation/Store/2026/837,Ministry of Defence,Karachi - Pakistan,Published,"Aug 08, 2026","Aug 24, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011141E,Medical/Health,2026-08-24,2026-08-30T06:06:58.732314
1280,TS0000011142E,Supply/ Ffxing of FIber glass double body food cart/ kiosk with MS Pipe Frame Structure for the Malir Club Malir Cantt,Supply/ Fixing of FIber glass double body food...,Miscellaneous,NO.MLR/QUotation/Store/2026/836,Ministry of Defence,Karachi - Pakistan,Published,"Aug 08, 2026","Aug 24, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011142E,Defence/Military,2026-08-24,2026-08-30T06:06:58.732314
1281,TS0000011144E,"SC-08/26 (CKT) (p83698) Provision of Lunch, Water & Fruite Services for SNGPL Cricekt Team","SC-08/26 (CKT) (p83698) Provision of Lunch, Water & Fruite Services for SNGPL Cricekt Team SC-08/26 (CKT) (p83698) Provision of Lunch, Water...",Services,SC-08/26 (CKT),Sui Northern Gas Pipelines Limited (SNGPL),Lahore - Pakistan,Published,"Aug 08, 2026","Aug 24, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011144E,Services,2026-08-24,2026-08-30T06:06:58.732314
1282,TS0000011074E,Paint Intersmooth 7460HS Spc Black,Paint Intersmooth 7460HS Spc Black,Miscellaneous,2514177/B-2511/340262,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 07, 2026","Sep 16, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011074E,Other,2026-09-16,2026-08-30T06:06:58.732314
1283,TS0000011076E,WAPDA MANGLA HOSPITAL PRD NO.036,WAPDA HOSPITAL MANGLA FRAMEWORK AGREEMENT OF LOCAL...,Health/Medicines,PRD(L)/WAPDA/036(2026-27),Water and Power Development Authority (WAPDA),Lahore - Pakistan,Published,"Aug 07, 2026","Sep 12, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011076E,Medical/Health,2026-09-12,2026-08-30T06:06:58.732314
1284,TS0000007336E,"CORRIGENDUM INVITATION TO BID PROCUREMENT / PROVISIONING, INSTALLATION, TESTING & COMMISSIONING OF ICAO COMPLIANT AIR TRAFFIC MANAGEMENT SYSTEM AND VOICE COMMUNICATION & CONTROL SYSTEM AT ACC (S) FOR JIAP KARACHI AND AIIAP LAHORE ON FOB BASIS I/T NO. HQPAA/1992/355/XXLN","CORRIGENDUM INVITATION TO BID PROCUREMENT / PROVISIONING, INSTALLATION, TESTING & COMMISSIONING OF ICAO COMPLIANT AIR TRAFFIC MANAGEMENT SYSTEM AND VOICE COMMUNICATION & CONTROL SYSTEM AT ACC (S) FOR JIAP KARACHI AND AIIAP LAHORE ON FOB BASIS I/T NO. HQPAA/1992/355/XXLN CORRIGENDUM INVITATION TO BID PROCUREMENT /...",Miscellaneous,12326 D,Pakistan Airports Authority (PAA),Karachi - Pakistan,PublishedCorrigendum,"Aug 07, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000007336E,IT/Technology,2026-09-10,2026-08-30T06:06:58.732314
1285,TS0000011113E,Pre-Qualification For Repair & Renovation Work Of Office Building,,Civil Works,Tender No. 2/2026-27,Federal Board of Revenue (FBR),Lahore - Pakistan,Published,"Aug 07, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011113E,Construction/Works,2026-09-08,2026-08-30T06:06:58.732314
1286,TS0000011035E,Procurement of 15kV XLPE Power Cable 240mm2 500MCM Single Core,Lot-I 600Km. & Lot-II 600 Km. Lot-I 600Km. Bid Security 36 Million & Lot-II...,Electrical Items,IESCO/MM/Goods/ICB-01/2026-27,Islamabad Electric Supply Company (IESCO),Islamabad - Pakistan,Published,"Aug 07, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011035E,Energy/Utilities,2026-09-08,2026-08-30T06:06:58.732314
1287,TS0000011052E,CONSULTANCY SERVICES FOR CONDUCTING HEAT RATE TEST OF RFO BASED IPPs IN PAKISTAN,CONSULTANCY SERVICES FOR CONDUCTING HEAT RATE...,Miscellaneous,P82198,Ministry of Energy (Power Division),Islamabad - Pakistan,Published,"Aug 07, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011052E,Services,2026-09-07,2026-08-30T06:06:58.732314
1288,TS0000011057E,MILITARY ENGINEER SERVICES - NOTICE OF TENDER,,Services,CMES (N) COMCOAST NO.6006/Advt/CMES/62/E-6 dated 07 Aug 2026,Ministry of Defence,Karachi - Pakistan,Published,"Aug 07, 2026","Sep 04, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011057E,Services,2026-09-04,2026-08-30T06:06:58.732314
1289,TS0000010827E,Long-term leasing Mardan Property,,Leasing,REDAMCO/01/RFP-Long Term,Pakistan Railways,Islamabad - Pakistan,PublishedCorrigendum,"Aug 07, 2026","Sep 03, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010827E,Other,2026-09-03,2026-08-30T06:06:58.732314
1290,TS0000011086E,Purchase of SF6 gas cylinders alongwith other testing equipment for Gomal Zam Powerhouse,,Equipments,GPS/ITR/26,Ministry of Water Resources,Dera Ismail Khan - Pakistan,Published,"Aug 07, 2026","Sep 02, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011086E,Energy/Utilities,2026-09-02,2026-08-30T06:06:58.732314
1291,TS0000011072E,AIR DERMATOME WITH COMPLETE ACCESSORIES,AIR DERMATOME WITH COMPLETE ACCESSORIES,Equipments,2590457/R-2601/310452,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 07, 2026","Sep 01, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011072E,Goods/Supplies,2026-09-01,2026-08-30T06:06:58.732314
1292,TS0000011096E,Procurement for Supply of Printed Material (Printed Stationery),,Stationery,P66014,National Bank of Pakistan (NBP),Karachi - Pakistan,Published,"Aug 07, 2026","Sep 01, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011096E,Goods/Supplies,2026-09-01,2026-08-30T06:06:58.732314
